,0,1
1796,CeeLo Green,Macy Gray
1797,CeeLo Green,John Legend
1798,CeeLo Green,Aloe Blacc
1799,CeeLo Green,Robin Thicke
1800,Olivia Keast,Talisha Karrer
1801,Olivia Keast,Larkster Quartet
1802,Olivia Keast,John Burnsby
1803,Olivia Keast,Meg Birch
1804,Olivia Keast,Luchia
1805,Veer Sukhwant,Miss Pooja
1806,Veer Sukhwant,Sharry Mann
1807,Veer Sukhwant,Manjit Rupowalia
1808,Veer Sukhwant,Kuldeep Manak
1809,Veer Sukhwant,Jaspinder Narula
1810,Johnny Otis,Bo Diddley
1811,Johnny Otis,Wynonie Harris
1812,Johnny Otis,Amos Milburn
1813,Johnny Otis,Big Joe Turner
1814,Johnny Otis,Joe Tex
1815,Second,Viva Suecia
1816,Second,Lori Meyers
1817,Second,Shinova
1818,Second,Izal
1819,Second,Supersubmarina
1820,Lucas Gratão e Cristian,William & Bidiko
1821,Lucas Gratão e Cristian,Lucas & Higor
1822,Lucas Gratão e Cristian,Thiago Lima
1823,Lucas Gratão e Cristian,Mayke & Rodrigo
1824,Lucas Gratão e Cristian,Dan Ferrera
1825,Mansoor Ali Malangi,Attaullah Khan Esakhelvi
1826,Mansoor Ali Malangi,Noor Jehan
1827,Mansoor Ali Malangi,Munni Begum
1828,Mansoor Ali Malangi,Hadiqa Kiani
1829,Mansoor Ali Malangi,Nayyara Noor
1830,Gerald Levert,LeVert
1831,Gerald Levert,Jaheim
1832,Gerald Levert,Johnny Gill
1833,Gerald Levert,Freddie Jackson
1834,Gerald Levert,Luther Vandross
1835,Lili & Susie,Pernilla Wahlgren
1836,Lili & Susie,Nina Söderquist
1837,Lili & Susie,Shirley Clamp
1838,Lili & Susie,Anna Sahlene & Maria Haukaas Storeng
1839,Lili & Susie,Jessica Andersson
1840,plastiq,Halloween Kills
1841,plastiq,VISTAPRINT
1842,plastiq,Conestoga College
1843,plastiq,Chegg
1844,plastiq,AT&T
1845,Poche,Ksiaze
1846,Poche,Enter
1847,Poche,koneser
1848,Poche,hesoyam
1849,Poche,NyKs
1850,Gravity,Destiny
1851,Gravity,Neuron
1852,Gravity,Aleyum
1853,Gravity,Celo
1854,Gravity,Rezilient
1855,Chula Rock Band,Dias de Truta
1856,Chula Rock Band,Anima Mea
1857,Chula Rock Band,Dudu e a Máquina
1858,Chula Rock Band,Bárbara Silva
1859,Chula Rock Band,"Solo, pero no mucho"
1860,Thisquietarmy,Aidan Baker
1861,Thisquietarmy,Nadja
1862,Thisquietarmy,Hypnodrone Ensemble
1863,Thisquietarmy,Locrian
1864,Thisquietarmy,Grails
1865,Bill Kirchen,The Derailers
1866,Bill Kirchen,Commander Cody
1867,Bill Kirchen,Rosie Flores
1868,Bill Kirchen,Hacienda Brothers
1869,Bill Kirchen,BR5-49
1870,Bad Company,Free
1871,Bad Company,Foreigner
1872,Bad Company,Foghat
1873,Bad Company,Boston
1874,Bad Company,.38 Special
1875,Doc Cheatham,Paolo Fresu Quintet
1876,Doc Cheatham,Ruby Braff
1877,Doc Cheatham,Furio di Castri
1878,Doc Cheatham,"Harry ""Sweets"" Edison"
1879,Doc Cheatham,Cat Anderson
1880,The Monotones,The Spaniels
1881,The Monotones,The Penguins
1882,The Monotones,Danny & The Juniors
1883,The Monotones,The Five Keys
1884,The Monotones,The Del-Vikings
1885,England Dan & John Ford Coley,Michael Johnson
1886,England Dan & John Ford Coley,Firefall
1887,England Dan & John Ford Coley,Bread
1888,England Dan & John Ford Coley,Orleans
1889,England Dan & John Ford Coley,Paul Davis
1890,Big Maybelle,Wynonie Harris
1891,Big Maybelle,Lowell Fulson
1892,Big Maybelle,Roy Brown
1893,Big Maybelle,Sugar Pie DeSanto
1894,Big Maybelle,Smiley Lewis
1895,Wojciech Staroniewicz,Jacek Kochan
1896,Wojciech Staroniewicz,paralaxa
1897,Wojciech Staroniewicz,Boys Band Trio
1898,Wojciech Staroniewicz,The Zest Quartet
1899,Wojciech Staroniewicz,Chromosomos
1900,James Butler,Restaurant Lounge Background Music
1901,James Butler,Florito
1902,James Butler,Kai French
1903,James Butler,Smooth Dinner Jazz
1904,James Butler,Charles Snyder
1905,Sophie B. Hawkins,Donna Lewis
1906,Sophie B. Hawkins,Paula Cole
1907,Sophie B. Hawkins,Wilson Phillips
1908,Sophie B. Hawkins,Tasmin Archer
1909,Sophie B. Hawkins,Lisa Loeb
1910,Jhayam,monkey jhayam
1911,Jhayam,qg imperial
1912,Jhayam,Helio Bentes
1913,Jhayam,Michel Irie
1914,Jhayam,Echo Sound System
1915,Duran Duran,Arcadia
1916,Duran Duran,The Power Station
1917,Duran Duran,Kajagoogoo
1918,Duran Duran,Japan
1919,Duran Duran,Spandau Ballet
1920,The Guy Who Sings Songs About Cities & Towns,The Guy Who Sings Your Name Over and Over
1921,The Guy Who Sings Songs About Cities & Towns,Papa Razzi and the Photogs
1922,The Guy Who Sings Songs About Cities & Towns,"The Odd Man Who Sings About Poop, Puke and Pee"
1923,The Guy Who Sings Songs About Cities & Towns,The Sorry Apology Song Person
1924,The Guy Who Sings Songs About Cities & Towns,Radiator Hospital
1925,Johan Hoogewijs,Johan Hoogewijs & Lawrence Horne
1926,Johan Hoogewijs,Bart Kaëll
1927,Johan Hoogewijs,The Shitz
1928,Johan Hoogewijs,Yvan Guilini
1929,Johan Hoogewijs,Mauro Pawlowski
1930,Aditya Bhardwaj,Aditya Rikhari
1931,Aditya Bhardwaj,Anubha Bajaj
1932,Aditya Bhardwaj,Iqlipse Nova
1933,Aditya Bhardwaj,Suzonn
1934,Aditya Bhardwaj,Aditya A
1935,Gustav Holst,Sir Edward Elgar
1936,Gustav Holst,Antonín Dvořák
1937,Gustav Holst,Gustav Mahler
1938,Gustav Holst,Nikolai Rimsky-Korsakov
1939,Gustav Holst,Pyotr Ilyich Tchaikovsky
1940,The Everly Brothers,The Drifters
1941,The Everly Brothers,Fats Domino
1942,The Everly Brothers,Bobby Vee
1943,The Everly Brothers,Neil Sedaka
1944,The Everly Brothers,Eddie Cochran
1945,Manna Dey,Hemant Kumar
1946,Manna Dey,Geeta Dutt
1947,Manna Dey,Lata Mangeshkar
1948,Manna Dey,Mohammed Rafi
1949,Manna Dey,Mukesh
1950,Nazia Iqbal,Gul Panra
1951,Nazia Iqbal,Ghezaal Enayat
1952,Nazia Iqbal,Naghma
1953,Nazia Iqbal,Shah Farooq
1954,Nazia Iqbal,Khalid Malik
1955,Navv Inder,Param Singh
1956,Navv Inder,Sharry Mann
1957,Navv Inder,Sukh-E Muzical Doctorz
1958,Navv Inder,Avvy Sra
1959,Navv Inder,The Doorbeen
1960,Lion Heart,Jungle Warrior
1961,Lion Heart,Mattilha
1962,Lion Heart,Zé Ramalho & Robertinho de Recife
1963,Lion Heart,Sandro Becker
1964,Lion Heart,DJ HENRIQUE DA VK
1965,Brenda Lee,Lesley Gore
1966,Brenda Lee,Perry Como
1967,Brenda Lee,Ricky Nelson
1968,Brenda Lee,Andy Williams
1969,Brenda Lee,Pat Boone
1970,Chocolate Starfish,The Mavis's
1971,Chocolate Starfish,Absent Friends
1972,Chocolate Starfish,Lo-tel
1973,Chocolate Starfish,Happyland
1974,Chocolate Starfish,Falling Joys
1975,Jason Mraz,James Morrison
1976,Jason Mraz,Colbie Caillat
1977,Jason Mraz,Daniel Powter
1978,Jason Mraz,John Mayer
1979,Jason Mraz,Jack Johnson
1980,K. Deep,Kartar Ramla
1981,K. Deep,Didar Sandhu
1982,K. Deep,Surinder Kaur
1983,K. Deep,Muhammad Sadiq
1984,K. Deep,Asa Singh Mastana
1985,Champe Khan,Kohinoor Langa
1986,Champe Khan,Kesariya Rajasthan
1987,Champe Khan,Jalal Khan
1988,Champe Khan,Dapu Khan
1989,Champe Khan,Seema Mishra
1990,13th Funeral,Jon Kabir
1991,13th Funeral,avoidrafa
1992,13th Funeral,Popeye Bangladesh
1993,13th Funeral,Indalo
1994,13th Funeral,Level five
1995,Griss Romero,Silvia & Karmen
1996,Griss Romero,Ana Cirré
1997,Griss Romero,Alex Sirvent
1998,Griss Romero,David Cavazos
1999,Griss Romero,"Alex, Jorge Y Lena"
2000,Fruto Sensual,Banda AR-15
2001,Fruto Sensual,Banda Xeiro Verde
2002,Fruto Sensual,VIVIANE BATIDÃO
2003,Fruto Sensual,BANDA MSYNCK
2004,Fruto Sensual,TONNY BRASIL
2005,Clyde McPhatter,Clyde McPhatter & The Drifters
2006,Clyde McPhatter,LaVern Baker
2007,Clyde McPhatter,Chuck Willis
2008,Clyde McPhatter,Big Joe Turner
2009,Clyde McPhatter,The Drifters
2010,Anis Suraya,Liza Hanim
2011,Anis Suraya,Elly Mazlein
2012,Anis Suraya,Ziana Zain
2013,Anis Suraya,Fauziah Latiff
2014,Anis Suraya,Erra Fazira
2015,Alireza Roozegar,Ali Abdolmaleki
2016,Alireza Roozegar,Amin Habibi
2017,Alireza Roozegar,Ali Lohrasbi
2018,Alireza Roozegar,Amin Rostami
2019,Alireza Roozegar,Ali Ashabi
2020,wander wildner,Os Replicantes
2021,wander wildner,Bidê ou Balde
2022,wander wildner,Graforréia Xilarmônica
2023,wander wildner,Tequila Baby
2024,wander wildner,Ultramen
2025,The Harptones,The Moonglows
2026,The Harptones,The Cleftones
2027,The Harptones,The Five Keys
2028,The Harptones,The Chantels
2029,The Harptones,The Spaniels
2030,Rough Cutt,King Kobra
2031,Rough Cutt,XYZ
2032,Rough Cutt,Black 'N Blue
2033,Rough Cutt,Lizzy Borden
2034,Rough Cutt,Keel
2035,The Sleepy Bears,No data
2036,Rocío Jurado,Isabel Pantoja
2037,Rocío Jurado,Massiel
2038,Rocío Jurado,Lola Flores
2039,Rocío Jurado,Mónica Naranjo
2040,Rocío Jurado,Luz Casal
2041,Lino Cannavacciuolo,Farid Farjad
2042,Lino Cannavacciuolo,Riccardo Erberspacher
2043,Lino Cannavacciuolo,Suvarna
2044,Lino Cannavacciuolo,Fragil Vida
2045,Lino Cannavacciuolo,Vittorio Muo
2046,"Billy ""The Kid"" Emerson",Little Junior's Blue Flames
2047,"Billy ""The Kid"" Emerson",Eddie Snow
2048,"Billy ""The Kid"" Emerson",Raymond Hill
2049,"Billy ""The Kid"" Emerson",Joe Hill Louis
2050,"Billy ""The Kid"" Emerson",Jimmy DeBerry
2051,Ole Amund Gjersvik,Giuseppe Millaci
2052,Ole Amund Gjersvik,Freddie Colonal
2053,Ole Amund Gjersvik,ピアノジャズ 贅沢
2054,Ole Amund Gjersvik,Magic Trio
2055,Ole Amund Gjersvik,Marco Papa Emil Buchholtz
2056,Megas,Monolism
2057,Megas,Decisive Koala
2058,Megas,King Palm
2059,Megas,Graeda
2060,Megas,Davz
2061,Ben Bernie and His Hotel Roosevelt Orchestra,Abe Lyman's California Orchestra
2062,Ben Bernie and His Hotel Roosevelt Orchestra,George Olsen and His Music
2063,Ben Bernie and His Hotel Roosevelt Orchestra,Paul Whiteman & His Orchestra
2064,Ben Bernie and His Hotel Roosevelt Orchestra,Ben Bernie
2065,Ben Bernie and His Hotel Roosevelt Orchestra,The Charleston Chasers
2066,Sri Fayola,ENO VIOLA
2067,Sri Fayola,David Iztambul
2068,Sri Fayola,rayola
2069,Sri Fayola,Fauzana
2070,Sri Fayola,Pinki Prananda
2071,Dusty Springfield,Dionne Warwick
2072,Dusty Springfield,Petula Clark
2073,Dusty Springfield,Jackie DeShannon
2074,Dusty Springfield,Etta James
2075,Dusty Springfield,Aretha Franklin
2076,Mota Blues,Canijos sin Fronteras
2077,Mota Blues,La Tarrancha
2078,Mota Blues,Kike Suárez & La Desbandada
2079,Mota Blues,Anarquía Positiva
2080,Mota Blues,Ún de Grao
2081,Massivan,Tafubar
2082,Massivan,Grand palace
2083,Massivan,David Lowe's Dreamcatcher
2084,Massivan,Bardo State
2085,Massivan,Watch TV
2086,Brandy,Monica
2087,Brandy,Toni Braxton
2088,Brandy,Aaliyah
2089,Brandy,Faith Evans
2090,Brandy,Janet Jackson
2091,Smooth Jazz Relax,Jazzstrumental
2092,Smooth Jazz Relax,Jazz Relax Latin
2093,Smooth Jazz Relax,Smooth Relaxing Jazz
2094,Smooth Jazz Relax,Smooth Jazz New York
2095,Smooth Jazz Relax,The Modern Jazz BGM Group
2096,Sheenam Katholic,Masoom Sharma
2097,Sheenam Katholic,Khasa Aala Chahar
2098,Sheenam Katholic,Bintu Pabra
2099,Sheenam Katholic,Ruchika Jangid
2100,Sheenam Katholic,Renuka Panwar
2101,Anitta,Pedro Sampaio
2102,Anitta,Luísa Sonza
2103,Anitta,Pabllo Vittar
2104,Anitta,Pocah
2105,Anitta,Lexa
2106,Claude Bolling,Stéphane Grappelli
2107,Claude Bolling,François de Roubaix
2108,Claude Bolling,Oscar Peterson
2109,Claude Bolling,Michel Magne
2110,Claude Bolling,Philippe Sarde
2111,Jonathan King,Hedgehoppers Anonymous
2112,Jonathan King,The Rockin' Berries
2113,Jonathan King,Wayne Fontana
2114,Jonathan King,The Merseybeats
2115,Jonathan King,Cliff Bennett & The Rebel Rousers
2116,Don Pullen,Muhal Richard Abrams
2117,Don Pullen,George Adams
2118,Don Pullen,Julius Hemphill
2119,Don Pullen,Ran Blake
2120,Don Pullen,Marilyn Crispell
2121,Jason Tarver,VHPR
2122,Jason Tarver,Seyr
2123,Jason Tarver,Stephen Kielty
2124,Jason Tarver,Benoit Guivarch
2125,Jason Tarver,Luciano Rossi
2126,Khorus,Fruto Sagrado
2127,Khorus,Metal Nobre
2128,Khorus,Rede Ativa
2129,Khorus,Militantes
2130,Khorus,KatsBarnea
2131,Banda Boa Toda,Banda Nova reação
2132,Banda Boa Toda,Banda Vício Louco
2133,Banda Boa Toda,BANDA MANCHA DE BATOM
2134,Banda Boa Toda,Mc Tocha
2135,Banda Boa Toda,Tayara Andreza
2136,Classic Jazz,Café Jazz
2137,Classic Jazz,Massimo Faraò
2138,Classic Jazz,Night Jazz
2139,Classic Jazz,Coffee Machine
2140,Classic Jazz,Beegie Adair
2141,Chuck Willis,Big Joe Turner
2142,Chuck Willis,LaVern Baker
2143,Chuck Willis,Clyde McPhatter
2144,Chuck Willis,Ruth Brown
2145,Chuck Willis,The Clovers
2146,CRYING NUT,No Brain
2147,CRYING NUT,크라잉넛
2148,CRYING NUT,Lazybone
2149,CRYING NUT,Kiha & The Faces
2150,CRYING NUT,guckkasten
2151,The Lovecraft Sextet,Povarovo
2152,The Lovecraft Sextet,Dale Cooper Quartet & The Dictaphones
2153,The Lovecraft Sextet,The Kilimanjaro Darkjazz Ensemble
2154,The Lovecraft Sextet,Radare
2155,The Lovecraft Sextet,Manet
2156,Sheryl Crow,Alanis Morissette
2157,Sheryl Crow,Shawn Colvin
2158,Sheryl Crow,Jewel
2159,Sheryl Crow,Sarah McLachlan
2160,Sheryl Crow,Natalie Imbruglia
2161,Mikey Mason,Jonas Garvin
2162,Mikey Mason,Insane Ian
2163,Mikey Mason,Devo Spice
2164,Mikey Mason,Steve Goodie
2165,Mikey Mason,TV's Kyle
2166,Não pode Ser Nada,Bruxo 021
2167,Não pode Ser Nada,Feezi
2168,Não pode Ser Nada,icedmob
2169,Não pode Ser Nada,SHOY
2170,Não pode Ser Nada,Young Mascka
2171,Raquel Rastenni,Birthe Wilke
2172,Raquel Rastenni,Gustav Winckler
2173,Raquel Rastenni,Poul Reichhardt
2174,Raquel Rastenni,Grethe Sønck
2175,Raquel Rastenni,Bjørn & Okay
2176,Paris Youth Foundation,Marsicans
2177,Paris Youth Foundation,Riscas
2178,Paris Youth Foundation,Only Sun
2179,Paris Youth Foundation,High Tyde
2180,Paris Youth Foundation,Saytr Play
2181,Bossa Jazz Club,Chill Jazz Playlist
2182,Bossa Jazz Club,Lester Wheel Quartet
2183,Bossa Jazz Club,Background Bossa Nova
2184,Bossa Jazz Club,Dave Saunders Trio
2185,Bossa Jazz Club,Bossa Nova Jazz Piano
2186,M. D. Pallavi,C. Ashwath
2187,M. D. Pallavi,Rajkumar
2188,M. D. Pallavi,Vasuki Vaibhav
2189,M. D. Pallavi,Sangeetha Katti
2190,M. D. Pallavi,Charan Raj
2191,Гурт Експрес,Борис Сичевський
2192,Гурт Експрес,гурт Козятинські козаки
2193,Гурт Експрес,Володимир Іжицький
2194,Гурт Експрес,"Гурт ""Сусіди"""
2195,Гурт Експрес,Михайло Березутський
2196,Katla,Sólstafir
2197,Katla,This Gift Is a Curse
2198,Katla,Conan
2199,Katla,Rwake
2200,Katla,Year of the Cobra
2201,Bullet Bane,Pense
2202,Bullet Bane,Garage Fuzz
2203,Bullet Bane,Dead Fish
2204,Bullet Bane,Zander
2205,Bullet Bane,Chuva Negra
2206,Ahmet Sipahi,Elçin Orçun
2207,Ahmet Sipahi,birkan nasuhoğlu
2208,Ahmet Sipahi,Veys Colak
2209,Ahmet Sipahi,Şekersiz
2210,Ahmet Sipahi,Fikri Karayel
2211,Mike Zito,Albert Castiglia
2212,Mike Zito,Kenny Wayne Shepherd Band
2213,Mike Zito,Walter Trout
2214,Mike Zito,Albert Cummings
2215,Mike Zito,Supersonic Blues Machine
2216,Harlem Jazz Guitar Quartet,Java Jazz Cafe
2217,Harlem Jazz Guitar Quartet,James Bossa Nova
2218,Harlem Jazz Guitar Quartet,Chill Out Dinner Jazz
2219,Harlem Jazz Guitar Quartet,Paris Jazz Bar
2220,Harlem Jazz Guitar Quartet,Jazz Here & Now
2221,Filipe Alvim,duplodeck
2222,Filipe Alvim,Jonathan Tadeu
2223,Filipe Alvim,Sentidor
2224,Filipe Alvim,LVCASU
2225,Filipe Alvim,Nuven
2226,Marvin Rainwater,Don Woody
2227,Marvin Rainwater,Eddie Bond
2228,Marvin Rainwater,Roy Hall
2229,Marvin Rainwater,Mac Curtis
2230,Marvin Rainwater,Skeets McDonald
2231,Stefania Tallini,Robert Kaddouch
2232,Stefania Tallini,Peter Nordahl Trio
2233,Stefania Tallini,Pekka Pylkkanen
2234,Stefania Tallini,Christian Jacob
2235,Stefania Tallini,Dana Fitzsimons
2236,Scrimshire,Amanda Whiting
2237,Scrimshire,Emanative
2238,Scrimshire,Greg Foat
2239,Scrimshire,Svaneborg Kardyb
2240,Scrimshire,Chip Wickham
2241,Gene Kasidit,Whal & Dolph
2242,Gene Kasidit,Pop Pongkool
2243,Gene Kasidit,Safeplanet
2244,Gene Kasidit,Two Popetorn
2245,Gene Kasidit,Room 39
2246,George Jones,Merle Haggard
2247,George Jones,Conway Twitty
2248,George Jones,Vern Gosdin
2249,George Jones,Charley Pride
2250,George Jones,George Jones & Tammy Wynette
2251,Thammuz,Jerky Dirt
2252,Thammuz,Mr. Bison
2253,Thammuz,Miss Lava
2254,Thammuz,Stonekind
2255,Thammuz,Goatriders
2256,The Jive Five,The Crests
2257,The Jive Five,The Capris
2258,The Jive Five,The Moonglows
2259,The Jive Five,The Cleftones
2260,The Jive Five,The Mystics
2261,Jimmie Lunceford,Fletcher Henderson
2262,Jimmie Lunceford,Earl Hines
2263,Jimmie Lunceford,Charlie Barnet
2264,Jimmie Lunceford,Roy Eldridge
2265,Jimmie Lunceford,Lionel Hampton
2266,Lars Erstrand,Joakim Milder
2267,Lars Erstrand,Joe Roland
2268,Lars Erstrand,Steve Nelson
2269,Lars Erstrand,Tom Collier
2270,Lars Erstrand,Chuck Redd
2271,inch,Tru Zero
2272,inch,Dooms U.K.
2273,inch,PKids
2274,inch,Snowplow
2275,inch,Shirk Circus
2276,The Stranglers,Magazine
2277,The Stranglers,The Boomtown Rats
2278,The Stranglers,The Skids
2279,The Stranglers,The Undertones
2280,The Stranglers,The Jam
2281,Bush,Candlebox
2282,Bush,Stone Temple Pilots
2283,Bush,Silverchair
2284,Bush,Fuel
2285,Bush,Live
2286,Francy,Paola jara
2287,Francy,Jhon Alex Castaño
2288,Francy,Alzate
2289,Francy,Joaquin Guiller
2290,Francy,Alan Ramirez
2291,Paul Whiteman & His Orchestra,Eddie Cantor
2292,Paul Whiteman & His Orchestra,George Olsen & His Music
2293,Paul Whiteman & His Orchestra,Marion Harris
2294,Paul Whiteman & His Orchestra,Johnny Hamp's Kentucky Serenaders
2295,Paul Whiteman & His Orchestra,Jean Goldkette & His Orchestra
2296,LICE,Deadletter
2297,LICE,Alien Chicks
2298,LICE,Ditz
2299,LICE,Famous
2300,LICE,HEAVY LUNGS
2301,Jimmy Heath,Gene Ammons
2302,Jimmy Heath,Carl Winther Trio
2303,Jimmy Heath,Joe Lovano
2304,Jimmy Heath,Jackie McLean
2305,Jimmy Heath,Horace Parlan
2306,Mista,Mistabishi
2307,Mista,S.P.Y
2308,Mista,Akiba
2309,Mista,Smooth
2310,Mista,Total Science
2311,Susanna,Arve Henriksen
2312,Susanna,Jenny Hval
2313,Susanna,Joan as Police Woman
2314,Susanna,Kari Bremnes
2315,Susanna,Susanne Sundfør
2316,Futuristic Polar Bears,Jewelz
2317,Futuristic Polar Bears,Arston
2318,Futuristic Polar Bears,Ken Loi
2319,Futuristic Polar Bears,Suyano
2320,Futuristic Polar Bears,Mell Tierra
2321,The Chantels,The Heartbeats
2322,The Chantels,The Cleftones
2323,The Chantels,The Shirelles
2324,The Chantels,The Five Satins
2325,The Chantels,The Harptones
2326,Mari Trini,Massiel
2327,Mari Trini,Cecilia
2328,Mari Trini,Rosario
2329,Mari Trini,Mocedades
2330,Mari Trini,Paloma San Basilio
2331,Krishnamoni Chutia,Neel Akash
2332,Krishnamoni Chutia,Montu Moni Saikia
2333,Krishnamoni Chutia,Priyanka Bharali
2334,Krishnamoni Chutia,Dikshu
2335,Krishnamoni Chutia,Achurjya Borpatra
2336,Arsen Hayrapetyan,Arman Hovhannisyan
2337,Arsen Hayrapetyan,Saro Tovmasyan
2338,Arsen Hayrapetyan,Gevorg Martirosyan
2339,Arsen Hayrapetyan,Mihran Tsarukyan
2340,Arsen Hayrapetyan,Aram Asatryan
2341,Justin Hinds & The Dominoes,The Kingstonians
2342,Justin Hinds & The Dominoes,Derrick Morgan
2343,Justin Hinds & The Dominoes,The Techniques
2344,Justin Hinds & The Dominoes,The Ethiopians
2345,Justin Hinds & The Dominoes,Carl Dawkins
2346,Dave Tice,John Earl Walker
2347,Dave Tice,John Earl Walker Band
2348,Dave Tice,"Kenny ""Blue"" Ray"
2349,Dave Tice,Hoopsnakes
2350,Dave Tice,Fathead
2351,Giovanni Girolamo Kapsberger,Alessandro Piccinini
2352,Giovanni Girolamo Kapsberger,Bellerofonte Castaldi
2353,Giovanni Girolamo Kapsberger,Daniel Bacheler
2354,Giovanni Girolamo Kapsberger,Giovanni Zamboni
2355,Giovanni Girolamo Kapsberger,Joachim van den Hove
2356,Tito Puente & His Orchestra,Tito Rodriguez & His Orchestra
2357,Tito Puente & His Orchestra,Spanish Harlem Orchestra
2358,Tito Puente & His Orchestra,New Swing Sextet
2359,Tito Puente & His Orchestra,Johnny Colon
2360,Tito Puente & His Orchestra,Jimmy Bosch
2361,Remixing Mohit RM,No data
2362,The Original Jazz Lounge Band,Jazz Deluxe
2363,The Original Jazz Lounge Band,Mr Jazz Manouche
2364,The Original Jazz Lounge Band,Ramos Fraynos & His Jazz Juxtapose
2365,The Original Jazz Lounge Band,Paris Jazz Bar
2366,The Original Jazz Lounge Band,The New Jazz Swing Quartet
2367,Gupz Sehra,Sharry Mann
2368,Gupz Sehra,Jordan Sandhu
2369,Gupz Sehra,Jassie Gill
2370,Gupz Sehra,Kulwinder Billa
2371,Gupz Sehra,Ranjit Bawa
2372,Uno Santo,Griiego
2373,Uno Santo,Duo Deleite
2374,Uno Santo,HF Diez
2375,Uno Santo,Reyes†††
2376,Uno Santo,Enyel C
2377,O BANDO DO VELHO JACK,Celso Blues Boy
2378,O BANDO DO VELHO JACK,Cracker Blues
2379,O BANDO DO VELHO JACK,King Bird
2380,O BANDO DO VELHO JACK,Fernando Noronha & Black Soul
2381,O BANDO DO VELHO JACK,Paralamas e Titãs
2382,Genial Au Japon,Claude Violante
2383,Genial Au Japon,Sônge
2384,Genial Au Japon,Ruby Cube
2385,Genial Au Japon,INÜIT
2386,Genial Au Japon,Kid North
2387,Rodox,Raimundos
2388,Rodox,Dead Fish
2389,Rodox,Rodolfo Abrantes
2390,Rodox,WORST
2391,Rodox,Sugar Kane
2392,The Beatmotors,Acari
2393,The Beatmotors,Sekaiichi
2394,The Beatmotors,SAMURAI JACK UNIVERSE
2395,The Beatmotors,BLANK BUCKET
2396,The Beatmotors,Chapter line
2397,Daniela Araújo,Leonardo Gonçalves
2398,Daniela Araújo,Eyshila
2399,Daniela Araújo,Priscilla Alcântara
2400,Daniela Araújo,Fernanda Brum
2401,Daniela Araújo,Os Arrais
2402,The Second Face,Hetman
2403,The Second Face,Pneuma
2404,Lost Pines,Stall the Örange
2405,Lost Pines,1Plugged
2406,Lost Pines,Torvelim
2407,Lost Pines,Etílicos e Sedentos
2408,Lost Pines,Langnaticos
2409,SYNC.EXE,Lotus Beats
2410,SYNC.EXE,Sebastian Kamae
2411,SYNC.EXE,iamalex
2412,SYNC.EXE,Khutko
2413,SYNC.EXE,Konteks
2414,Paul Severs,Willy Sommers
2415,Paul Severs,Bart Kaëll
2416,Paul Severs,Will Tura
2417,Paul Severs,Sam Gooris
2418,Paul Severs,Jimmy Frey
2419,John Coltrane,Miles Davis
2420,John Coltrane,John Coltrane Quartet
2421,John Coltrane,Wayne Shorter
2422,John Coltrane,Thelonious Monk
2423,John Coltrane,Charles Mingus
2424,Skuba,Skamoondongos
2425,Skuba,Mr. Rude
2426,Skuba,Sapo Banjo
2427,Skuba,Madame Machado
2428,Skuba,Orquestra Brasileira de Música Jamaicana
2429,José Ricardo Williams,"Mashmak, Subliminal Ds"
2430,José Ricardo Williams,Ricardo Williams
2431,José Ricardo Williams,Soudak
2432,José Ricardo Williams,Anita María López
2433,José Ricardo Williams,Contraseña
2434,Maceo Parker,Nils Landgren Funk Unit
2435,Maceo Parker,Tower of Power
2436,Maceo Parker,Graham Central Station
2437,Maceo Parker,The Crusaders
2438,Maceo Parker,Marcus Miller
2439,Los Baby's,Los Freddy's
2440,Los Baby's,Los Strwck
2441,Los Baby's,Juanello
2442,Los Baby's,Los Brios
2443,Los Baby's,Los Polifaceticos
2444,Sexy Sadie,Australian Blonde
2445,Sexy Sadie,Tachenko
2446,Sexy Sadie,La Costa Brava
2447,Sexy Sadie,El Hombre Burbuja
2448,Sexy Sadie,The Unfinished Sympathy
2449,Sunday Morning Jazz Playlist,Cafe Jazz Duo
2450,Sunday Morning Jazz Playlist,Java Jazz Cafe
2451,Sunday Morning Jazz Playlist,Jazz Instrumental Chill
2452,Sunday Morning Jazz Playlist,Coffee House Instrumental Jazz Playlist
2453,Sunday Morning Jazz Playlist,Background Instrumental Jazz
2454,Bobby Darin,Dean Martin
2455,Bobby Darin,Perry Como
2456,Bobby Darin,"Sammy Davis, Jr."
2457,Bobby Darin,Wayne Newton
2458,Bobby Darin,The Platters
2459,Dr. John,Professor Longhair
2460,Dr. John,Allen Toussaint
2461,Dr. John,The Neville Brothers
2462,Dr. John,The Meters
2463,Dr. John,Taj Mahal
2464,Vicente Garcia,Juan Luis Guerra 4.40
2465,Vicente Garcia,Fonseca
2466,Vicente Garcia,Juanes
2467,Vicente Garcia,Santiago Cruz
2468,Vicente Garcia,Juan Luis Guerra
2469,The Crickets,Buddy Holly
2470,The Crickets,Little Richard
2471,The Crickets,Fats Domino
2472,The Crickets,Buddy Holly & The Crickets
2473,The Crickets,Jack Scott
2474,Xiado da Xinela,Forrozão Já Kero
2475,Xiado da Xinela,Rabo de Vaca
2476,Xiado da Xinela,Dj Evandro Jr
2477,Xiado da Xinela,Banda Rabo de Vaca
2478,Xiado da Xinela,Banda 100% Abusado
2479,Emmylou Harris,Gram Parsons
2480,Emmylou Harris,"Dolly Parton, Linda Ronstadt & Emmylou Harris"
