,artist,genre,song_name,release_year,id_song
550,Nilakshi Neog,pop,Bhui Rui Thakung,2021,61KKfpCEdIX4Y6L2gMjowt
551,Mick $uN,pop,Fast Cars,2021,2IWlT5UQxteBE8U971rw0n
552,Raymonde,pop,Chouf Ghero,2021,1xKNR7nTP8QNoi0FXMQ8R3
553,Simple Plan,pop,Christmas Every Day,2021,5mQKwkn4XDfdINS2nMhzOp
554,范倪Liu,pop,遗失海域 - 伴奏版,2021,6bZn3rbHIwpc9iqPr3zuH3
555,Lolita Garrido,pop,Cabeza Hinchada - Remastered,2021,0hyIegdfNcSqm299qcGvAA
556,Ruchika Jangid,pop,Pinjra,2021,6bZsn3CTIp7OmpOEcDuAFs
557,花僮,pop,陈酿 - Dj沈念版伴奏,2021,49FWTumbag0vc2vs6ISMaD
558,inch,pop,寧靜,2021,6eBB2kzKju4AFJr4TDxm2P
559,José Ricardo Williams,pop,School,2021,4nEmqadvg8TSUvaPWGCDXL
560,Dinesh Lal Yadav,pop,Kariya Kariya Sunat Rani,2021,1t0ETEqDPR8QsTozG6ROWJ
561,Kaushik Bharwad,pop,Kaushik Ni Kamal 16 - Original,2021,27yp3XhwescKnjyuDEIHwe
562,Christina Perri,pop,Merry Christmas Darling,2021,4rWQOVN0dmcLS1tp86Wlp6
563,Wizkid,pop,GIVE ME LOVE,2021,6dsHsRvhNJTjJ1wNYZW7kA
564,Shah Farooq,pop,Agha Dy Na Kaway Yari Zargiya,2021,5DEoTOTSISDU46YLLvhnGv
565,Flo Rida,pop,Good Feeling,2021,27zkhj7hwAQIkkdfVGCjLI
566,Gopal Gurjar,pop,Sakroda Nagari Me Devji Pujave - Original,2021,6qZjaY0bBbcHNyDAIgdXsW
567,Rhys Lewis,pop,No Right To Love You - Acoustic,2021,1GpnwnK5fYU5ErvvKqHrkU
568,Toni Braxton,pop,If I Have to Wait,2021,5CvPsyGslvbluFjss0V3N2
569,Stelios Kazantzidis,pop,Είδα μια μάνα να θρηνεί,2021,5YktnsLVixwqQf8w6rgNPQ
570,Umm Kulthum,pop,Bi Ridhak Ya Khaliqi,2021,2PB95KMKQZzYl79mCvrITt
571,Artists Group,pop,Eaint Tal Ma Lay,2021,3ynn8DnWnYDQdu7yS5rJIA
572,Gustavo Toledo & Gabriel,pop,Sobrenome Culpado,2021,7jJqOWuRxS8qJ3ywVYvuYD
573,Ljuba Alicic,pop,Jednoj ženi,2021,1SlfntyrKscz5qKjosUY0X
574,Rajender Singh Kharkiya,pop,Tu Yoddha Bhari Hai,2021,3PDLRqphUTlE3rCC4khdVB
575,Bonet de San Pedro,pop,"Oh, Dame un Hogar - Remastered",2021,4bnYXV9GaCoUtPrOqKXjvu
576,Sheenam Katholic,pop,Lachkave Na Body,2021,663nH1s11K4FpO85MAJTgm
577,The Ready Set,pop,Wonderful Christmastime,2021,0izv6TztaVq9r1MYdPrDAT
578,Cliff Hillis,pop,The Buddha's Belly - Acoustic,2021,45RHwca8C6t9cyXJVbi5zY
579,Chandan Chand,pop,Holi Mein Kal Romance,2021,4HSf48uIayhMY4DPgoOUQP
580,Olavi Virta,pop,Kaksi maailmaa,2021,5EfYwnf3jJ0uTcPJ40X3C2
581,Swapnil Bandodkar,pop,"Shivratricha Mahima Apaar (From ""Jaooya Kailaas Maansarovar Yatrela (Bhakti Geete)"")",2021,0VdlzN3HcBqAr32ju1SYg4
582,Aziya Muzik,pop,Yhlas Hojagulyyew Nazlijam,2021,7dfGsQiXmO6jfrQZNI86F9
583,Guilherme & Benuto,pop,Faxina (Ao Vivo No Casa Filtr),2021,21ghioaAYxNh23WPrkduKw
584,Krishnamoni Chutia,pop,O Jaan Oi - Original,2021,6LActKy2k2HhPsjxPvUXVf
585,Vijay Chauhan,pop,Dhakel Na Dhakel,2021,2KvFaQ0bKpGDmnYpEZGzTr
586,Nazia Iqbal,pop,Arman Ba Wa Karay,2021,0yKvW2bqTN3YdOYkmJTKWj
587,Juhamatti,pop,Hei oo me mennään taas,2021,1MNm1OP8PuvNUPZVVoatgD
588,Gokul Sharma,pop,Jal Jamna Ji Ko Pyaro,2021,04DTuLYltFroun3mtmuJFi
589,Saman De Silva,pop,Annawe,2021,31rZQm3ERuBnvmrmfGTAZu
590,Zubeen Garg,pop,Man Mayuri,2021,34TGt3lXA4ZNBsMD4q030D
591,Priyanka Singh,pop,Jahiye Se Aaiyel Badu Zindagi Mai,2021,5bG8vHBEBn9HJwYZWx32eE
592,UMAKANT BARIK,pop,Jay Jagadish Hare,2021,7df7aaKM6XM4CCLTzpkXNZ
593,Sven Kuhlmann,pop,Maybe You - Single Mix,2021,6iE9ZqOkDCIGBnMhW6oUhj
594,Yunona,pop,"Ех, мое тяло",2021,4HPVOxwhBwlJCqEctddX0S
595,Foals,pop,Mountain at My Gates,2021,1yZczfOFDhFK4kNNXrKwmG
596,Anne-Marie,pop,Don't Play,2021,0hVRVslOFC7nUK6lm6wq6N
597,Best Intentions,pop,Intro,2021,19pcI5FigJ7QoJXsZIY6BM
598,Arvind Akela Kallu Ji,pop,Raja Baba Ke Darshan K Li Chali Chali,2021,1nfs8W1BrpTv1c59uzrreQ
599,Gupz Sehra,pop,Matching,2021,7q0NZ4leR9MvkbxvVzKfiD
600,Nueva Vulcano,rock,Las Rotondas,2020,6BorshluM5KpYj5vlqFzx4
601,CLAIM,rock,Volver - Directo,2020,4eDeLIWqliVKd2PWQcsMMO
602,Mentah,rock,Routine,2020,2vFrO3w3PsRs5fv4dWbFfG
603,El Diluvi,rock,L'Amor Que Fem,2020,6hHUUOVM9UYuqQCov8fHpA
604,Jabier Muguruza,rock,Berreziketaren zailtasunari buruz,2020,6YxvZTq7tHCqDwtk70aWsZ
605,We Are Standard,rock,Txusma Remix,2020,3SCIzVcLAUox7zCs9ZsIzG
606,Los Delinqüentes,rock,Trabubulandia,2020,6NrOiyXnnexQlF3jUtJjNe
607,Jarabe De Palo,rock,Yin yang,2020,3HIYgrF9ZbabFso7JbdX60
608,Lynyrd Skynyrd,rock,Free Bird,2020,6WvKhPAFDLXMjq0otmYyXX
609,Karina,rock,"Tema de Lara (From ""Dr. Zhivago"")",2020,46XD2P7kbPBLvKlry0jDGW
610,Pepet I Marieta,rock,Stay Home & We'll Be Free!,2020,5zHFwKDxo8lgtOQeDCSFl8
611,Maldita Nerea,rock,Dos Besos Después,2020,32e35xDIP4VDLO2KMV9B19
612,Jorge Drexler,rock,Todo se transforma,2020,2o7GIiUmUkkqAlz5QS9yLB
613,107 Faunos,rock,El Año Pasado,2020,1Z3iBENSOOvNGESldiF7CD
614,El Sueño de Morfeo,rock,Para toda la vida,2020,7jO9fDEP77W5933xmejXNl
615,Cris Juanico,rock,Si Véns,2020,3TJr6mk3MMViFbYt6OX606
616,Lion Heart,rock,Embaixo da Lua,2020,0m0SDz1OiZbGaYXrDdxgdC
617,Los Baby's,rock,Me piden,2020,2qz7ZHFtEkVni1deGYIS2p
618,Cartel da Cevada,rock,Capim Loucura,2020,2PkY6kfxXfJXhPMJKEMtW2
619,Bad Company,rock,Feel Like Makin' Love,2020,1B6bdbfWtlfEtK5uSEPmFk
620,Edward H Dafis,rock,Tyrd i edrych,2020,7CTWMeFzS10QFOg1ty8K2R
621,Ramones,rock,Don't Come Close,2020,6SyczN80FOD858cPJddjpb
622,Brebaje Extraño,rock,"Un Día Más, Buena Señal",2020,3Ub2gtrhQk54AvnMUgxBvG
623,Acústicos & Valvulados,rock,A Espera,2020,4hgmpC1GTx3pi7Bo0LzN6V
624,Sapata,rock,Myriad,2020,57kScJLaaqG0vGeiLw9LuG
625,Reverendo Frankenstein,rock,PQP,2020,5BhnJ6gnX0XotyZwrrvQDW
626,Reverendo Frankenstein,rock,Lado Escuro,2020,0q3cWxMPZJmmcJQIiCdxPu
627,Charlie Gracie,rock,Cool Baby - Remastered,2020,56KsoZJDZtAbQKihisGIlF
628,Ronnie Hawkins,rock,"Cold, Cold Heart",2020,4wJ7TAEOTUx0ZnBUVSiKcu
629,Sergio Dalma,rock,"¡Ay, Paquita! (From the Series ""Paquita Salas"")",2020,7BXGRIw35La85kJOdexS0Z
630,The Chantels,rock,Summertime - Single Version,2020,3gxPaeBTxuMnVFivmJeyol
631,Seals and Crofts,rock,Summer Breeze - Philip Steir Remix,2020,7nUNfke4SNphGKllHsRhVR
632,Joni Mitchell,rock,"Intro To The Crow On The Cradle - Live at The Half Beat, Yorkville, Toronto, Canada, 10/21/1964",2020,0l0iBKI8H3tKifuJLWpRZg
633,The Bridgeheads,rock,Drama,2020,6s9TmlvIalsqtuCFEUiVcP
634,The Darkness,rock,Growing On Me,2020,57kaaMYH3nIKbZsTLYU207
635,Mudhoney,rock,1995,2020,6Xw8nHfPdXNZThW3mRtSyS
636,The Guy Who Sings Songs About Cities & Towns,rock,Jeffersonville Is Just Wonderful,2020,0hVooT2ZKpy5Fz9ziqaWWH
637,Lou Gramm,rock,Ready or Not,2020,7kDzZfCxqB6TnDClsSW1bz
638,George Jones,rock,Big Harlan Taylor,2020,3NaSiMtI0D4sBq5QqFeaNV
639,The Joy Formidable,rock,Bats,2020,72mJJ7mVcUQMc9KYD59hWT
640,Lakis Papadopoulos,rock,Soul,2020,7kbpVCWsvzBMoRLtfgAJJT
641,Mike Zito,rock,Look Out This Window,2020,0qYGID02JzRqDivkpNcKuW
642,Blind Faith,rock,Tears In Heaven,2020,1GnkHWIgvDnQ4GWI05sVmq
643,Buddy Knox,rock,Party Doll,2020,57k2Mfq8laOE9WrwCnN2O0
644,Bush,rock,My Engine Is with You,2020,4rVrf4c7GwEQR5s1PrYyXA
645,Brantley Gilbert,rock,Hard Days,2020,0l0ez0kJspBTGUNlO9uPBA
646,La Ciudad,rock,Febrero,2020,7GQjRGjDQwYepNn91DXmWq
647,Rachun,rock,Tercekik Harga,2020,5pqiirBmJFxGcVQUhqbDrl
648,The Drifters,rock,Up On the Roof,2020,6PBzHXUvrdifa4QkOearNV
649,Lukie D,rock,WHOS THAT GIRL,2020,5oWQEmYYPZhx8EYFFtxlse
650,Beth Travers,rock,Caribbean Sea'n,2020,6zfhUnHxpkqQq6c10HzUqO
651,Calango Brabo,rock,Ventania e a Mulher Diaba,2020,2TDbmuoEnJsuMuXShTCP3r
652,Orange Bicycle,rock,Hallelujah Moon,2020,1ODcwK3o0D4ynkIOlNw67d
653,Spacehog,rock,In the Meantime,2020,35B2nmKAYMcaTMEpTyqxIG
654,Les Chats Sauvages,rock,Twist à Saint-Tropez,2020,7LLiMqKLjHzt5VYQGUEdzv
655,Buck Owens,rock,I'll Take a Chance on Loving You,2020,07bI8OT9srVKnNk0eZCbIR
656,Frankie Valli & The Four Seasons,rock,"December, 1963 (Oh What a Night!)",2020,2de5W6chsf2rpcBlAxq46c
657,D.R.L,rock,Missão,2020,6UakCkD4605KPkxt8pL6Tf
658,Blindside,rock,Pitiful - Acoustic Version,2020,02z0nHA39bX9zzGpm9tmUb
659,boom boom kid,rock,Dime,2020,01DDijl5jrBdDr0Xbo7khW
660,Spirit,rock,"All The Same - Live, Louie's Rock City South, Greensboro, North Carolina, 3 April 1981",2020,7GRSjauoQ84gPoqaQ73iE6
661,Vortex Surfer,rock,La Grande Domaine,2020,3lFWZRcm8dQPE8dreNTynn
662,Acmme Skateband,rock,Kill Myself,2020,4vZdGkkYcTpRzvPiN4ifnC
663,Matiu Colin,rock,Canción para Mi Otro Yo,2020,5hRfz82HfMUKgw8twBmMom
664,O BANDO DO VELHO JACK,rock,Mais Perto de Mim,2020,2jLYHb6d44JGFu4yv5odJ7
665,Jorma Kaukonen,rock,I See the Light - Live - Show 2,2020,66OtSpjy0l8qPX8Fyte2Pr
666,Primeira Estrada,rock,Gravidade,2020,4l2fO2IPG2iY1UxDAL1OBH
667,Chicago,rock,Wishing You Were Here,2020,04C8bd6R0JXyiZusJITA0l
668,Carly Simon,rock,Forever My Love,2020,3nJmg1aTxAcpoRDwfdmqv6
669,Electric Fantasy,rock,Narcolepsia,2020,4boFhAOxtN1VHuo1877BZo
670,Pasos Sin Rumbo,rock,Valor o Cobardía,2020,3OUzBxzm6d1CNrpK2eWW7I
671,Simpatiko PH,rock,Sana'Y Sinabi,2020,4obYxNTHkZjueM5HorEMRd
672,Nei Van Soria,rock,Encontrar o Amor,2020,4ykHIKio86EAXxanGbePur
673,Lloyd Price,rock,Time After Time,2020,6sAovwPuOPzmiJf5pK6gvu
674,Amit Erez,rock,Everything's Right,2020,56KwtgaC4jWHiRHErkotfi
675,Al Jarreau,rock,Rainbow In Your Eyes,2020,56LR5neIgKomTQSKYVViEe
676,Starsailor,rock,Born Again - Radio Edit,2020,3zOgRSpLv4JfZj5fYh9lL8
677,Adam Faith,rock,As You Like It,2020,6u3GOG8TPy22MNS0ROi3nJ
678,Nuance,rock,The Fall,2020,2mzchvHlQG8ivm5j3QQ2wu
679,Yokoano,rock,Io non esisto,2020,0mLliOt51U5zRGcRma9jis
680,Kurara,rock,"Камера. Мотор. Начали - Live at Teleclub, 25.04.19",2020,6C0oyZ7M15Spo7h1YLMbF2
681,Adastra,rock,Još U Sve Vjerujem,2020,65BJtD8nBkqfroplp4zZSw
682,Desperados,rock,Mi calle,2020,0HW3eCj3fuk8MPVvf2cpbT
683,Featherstone,rock,Part of Me,2020,7s6pMjeP8whj4yy3fKJ1FT
684,Static-X,rock,Deliver Me,2020,0hWLPvgpyF7Md0sNDt2VrZ
685,Buffalo Springfield,rock,For What It's Worth,2020,7kEBeSOCguiI3FGY3hIJbM
686,The Hollies,rock,I Can't Tell the Bottom from the Top,2020,5DFhQZO47yMNnQsPwsgP1n
687,Rafa Giácomo,rock,Além da Dor (Projeto Convide 19),2020,1I9OSLAKcTKVDgTfGphaAU
688,Tempest,rock,Teardrop (Deluxe Edition),2020,5o0AwpTUApJ1Aq4HIjwxdy
689,Sloan,rock,Kids Come Back Again At Christmas,2020,1q2QJ27kze4KwQ1cHOhxcA
690,Michelle Branch,rock,I Want Tears,2020,43926ucqAM6r0z92M9l6Yr
691,Jorma Kaukonen,rock,Good Shepherd - Live,2020,5vkrnRShLjnDETuMa0N1aS
692,Kushà,rock,Julia (macalive),2020,2NUx7EQiota8WmfhIyDDJL
693,Bad Company,rock,Gimme Gimme,2020,0NC7pNoyDNOm4FyCyL7s3l
694,The Marcels,rock,Footprints in the Sand - Remastered,2020,45SGTxpPzOwhKf1UpJpjWO
695,Rough Cutt,rock,We Like It Loud,2020,3jjs0qAbylnY16YZKtX0SZ
696,Tommy Steele,rock,Hiawatha,2020,3TA9ttYlwbf1WNYn36mQNK
697,Katla,rock,Endless Journey,2020,1mB2xauAVNFpRvXd5skfoO
698,Alien,rock,Only One Woman,2020,3TAwccCzr10smquKmhF4IU
699,The Magic Numbers,rock,Undecided - Radio Edit,2020,1mBTGNTopsC94UOhozblox
700,Bill Kirchen,rock,Oxblood,2020,61IwF7uyit9o46KWCEVbMt
701,Bo Ningen,rock,Inu - Live at London,2020,5vWauo86gTzc4luzoktBqQ
702,Hot Tuna,rock,Been So Long - Live,2020,4CqaLZnW8g5pJzWZhZ0b2q
703,John Lee Hooker,rock,Stuttering Blues,2020,6HbjtKwhTDFKCPxVuDshhZ
704,Rodrigo Haddad,rock,Before I Leave,2020,0wg3DBaDwN5dEUCTO4Ni0V
705,Foreigner,rock,Head Games,2020,04Lf6Q1hVKioBwIEMlLqrx
706,John Sebastian,rock,She's a Lady,2020,3qRedrxnaoVJnVEtP3vt0c
707,Pacemaker,rock,Pacemaker,2020,26t2oJkemvnv1xnbJBXQaV
708,Dr. John,rock,Time Marches On,2020,2NU1AyHEL2L43faFL76Lwm
709,KC & The Sunshine Band,rock,Let's Go Rock and Roll,2020,6GIFlwd7bnh5NQ2llyiqW6
710,Bora Barx,rock,La Vierge,2020,0j0Ha8EqWMsKjekDY6QRMs
711,Papa Razzi and the Photogs,rock,Jean-Paul Sartre Philosophical Ballad,2020,1MMzoI2LNB7yIrMX2rVj8Q
712,The Stranglers,rock,No More Heroes - Radio Edit,2020,1MN1sBgAEE8JaoKy8QWVy9
713,Cecilia Toussaint,rock,Siempre,2020,1G8aAzM3ywUce1ZojziXFB
714,Felezhetetlen,rock,Menekülés,2020,3qRokIOiSqeACttzHf7QLm
715,Alanis Morissette,rock,All I Really Want - Acoustic Version,2020,0zkUipSatcakMZySBW5B3k
716,Los Bopper's,rock,"Corina, Corina",2020,6vDrUC9TpctBXUp3eufbWB
717,Bobby Rydell,rock,Good Time Baby - Remastered,2020,28WxcRrw7UbrzeohCt9Gw8
718,The Second Face,rock,Bottles On The Sea,2020,0yBIiWp34KXwYs1eymgCdb
719,Escambau,rock,Exemplo a ser Seguido - Ao Vivo,2020,3eqANakhHvoEOuKDEl9hFK
720,Gappy Ranks,rock,Clear Now,2020,3AOKM5Mr9m0h2vUnCCrfQl
721,El Mapache,rock,Waste of Time,2020,6dsBzNVaOxKh0I51d0YW3m
722,Jorge Drexler,rock,Hermana duda,2020,1ODxNOtbzzBK0Xf3cpLM53
723,Emile Ford & The Checkmates,rock,After You've Gone,2020,5q1f0hjYPdqQQ9leP7dKBL
724,Les Chats Sauvages,rock,Twist à Saint-Tropez,2020,7LLiMqKLjHzt5VYQGUEdzv
725,Billy Fury,rock,Don't Leave Me This Way - Remastered,2020,2PC3tmlPZTylgBStUDyY6G
726,ZZ Top,rock,Jailhouse Rock,2020,6OH0NrnmAfYumgDiLApJqU
727,The Clovers,rock,Little Mama,2020,3PCgGjQV0UEppZuqVH5ha4
728,Pilot,rock,Magic,2020,664Gu8zzC4ewKnoiarcCaX
729,Lloyd Price,rock,Baby Please Come Home - Remastered,2020,2Np2E2ti7iZTfhFsCwLKr1
730,Leopold and His Fiction,rock,It's How I Feel (Free),2020,4vYxM1BPGhXrQNU1BWsuCf
731,The Replacements,rock,Rattlesnake,2020,6sAOhWTR7iHezKNOaJgdHv
732,Garrafa Vazia,rock,Coração Envenenado,2020,0qYy1eXsYiUYWRStdvRoDA
733,Bette Midler,rock,Wind Beneath My Wings,2020,6h8R8gfiGJiWi0FjPeybBL
734,Zolki Band,rock,Sonca ŭ kufli,2020,7b6ZKQJvV3NcIie1cnUVxi
735,Concílio de Trento,rock,Armadilhas,2020,58a3fvv4XwPHBN5P6NseXH
736,Les Variations,rock,Rock'n'roll Jet,2020,1hDpkwGtGFJgeods4AT70W
737,Daniel Powter,rock,Best of Me,2020,3zOXyNAQW0IzQFn903xqfq
738,Starsailor,rock,Born Again - Radio Edit,2020,3zOgRSpLv4JfZj5fYh9lL8
739,Ted Daigle,rock,Tennessee,2020,2m58LZZQECrJ1PmKKZS7uR
740,Los Enemigos,rock,Sin Solución,2020,130JowQEqnypETN4wVeFcw
741,Andres Puche,rock,Volaste,2020,5ZzMr3GnJ4FlQmVFTPju7V
742,Los Terricolas,rock,Mejor Me Marcho,2020,6hQouCuYNNGn0rxuUh4bAF
743,Emmylou Harris,rock,Luxury Liner,2020,4rqM93oCquBwp2JWLOCKYc
744,Ein Gutes Pferd,rock,Sauerstoff in der Badewanne,2020,0uh3a0crNPBfMkmADUSmPy
745,Luca Bassanese,rock,Bella ciao,2020,4ZYE651teZO0y3ayTA1I8t
746,Marillion,rock,Kayleigh,2020,4WXYyOrEg9FdriFSg5lHXv
747,Angel NeBes,rock,Игра (Танго),2020,6PCPum5mx8sWheyQ6tS96V
748,I Wayne,rock,Famine and Drought - Remastered,2020,2YSZcAWw4HS8EZFmiccKui
749,Chalk Dinosaur,rock,Electric Friends,2020,12zvThtnkGQBWYKbVXxoAB
750,The Prostitutes,rock,Shake Rattle Die,2020,3zOszo04ZEEzsn7fNfa3je
751,TOTEM,rock,El Origen (En Vivo),2020,3zPq8xGxye6xmy2zK5zJZy
752,Roulette,rock,One Of Us,2020,2m62lj3Tb9XbrZYcsPEzpA
753,Mickey Gilley,rock,Without You,2020,5t7vypD2Le6hwMGsJokz4D
754,Uncle Tupelo,rock,Give Back the Key to My Heart,2020,6C1KwAAf9NYw9JAktbfRbX
755,Anthony B,rock,Tired of Sleeping in the Rain,2020,4OVuReDUulmpZ7LqAMMhHa
756,Stay Away,rock,Форева янг,2020,1BRewDcuiMdP5splwte761
757,Teddy Redell,rock,Half a Mind to Leave You,2020,2sbfKUKpF9sDPjX5pO5V1p
758,Como Asesinar a Felipes,rock,Hemos Vuelto del Abismo (Mixhell Remix) - Bonus Track,2020,1wHDuzLTRs7KO9ZjVgA08n
759,TV's Kyle,rock,Pumpkin Bread,2020,7nOzPptpRABuSWzmP5EHtE
760,Starsailor,rock,Four to the Floor - Thin White Duke Mix,2020,6dm8by1wrCMOuVCfEoAmL6
761,The Crickets,rock,Great Balls of Fire,2020,49FA1yTH805elLAPR6bVd4
762,Hot Tuna,rock,Hit Single #1 - Live - Set 2,2020,7wIF8WrKoXhGvvseodhskV
763,Adastra,rock,Još U Sve Vjerujem,2020,65BJtD8nBkqfroplp4zZSw
764,экранка,rock,Слоумо,2020,6C1byS33rxaYXHrCOTRaBV
765,JVNR,rock,12Stitches,2020,56BlNJ5JyMy2UkYoHpju0g
766,Roulette,rock,Chiquitita,2020,1I9qq4xOANZTvbY2Z6ciXc
767,Ben E. King,rock,Besame mucho,2020,7c94Q3IxrT1unTyMGEDOJp
768,Alan Davey,rock,Abab Fed,2020,2I5zLAwKEn6Ca2A63R5zSA
769,Experience,rock,Traquer la fièvre massacrer l'ennui,2020,3Uc9hDIy1DTGg5UPnGB3Uz
770,Patricia Fawkes,rock,Nothing to Worry About,2020,3UcNRNJfNFMOQxIuCrA9kD
771,Lloyd Price,rock,I Wish Your Picture Was You - Remastered,2020,5hBRRREfNsaBR1w8Pnv7mB
772,Lloyd Price,rock,Send Me Some Lovin',2020,0BYnOS8B2VLaPgq99IcYnD
773,Fornet,rock,The Great Carrier,2020,419lA7DYWuaZjeqXU06RLN
774,Ratas Rabiosas,rock,Cérebros Atrofiados,2020,4hGGtsewi0dtRvi0RsKTZA
775,George Benson,rock,Livin' Inside Your Love,2020,6sHt7f38qk34TpRRASEvBM
776,Judy Collins,rock,Pretty Polly,2020,5GmnzJGlFIXdFMadD2wqoE
777,The Everly Brothers,rock,Cathy's Clown (Live 1960 Broadcast Remastered),2020,3CeBubCgMHWw2zYPFYBNTY
778,Jorma Kaukonen,rock,Come Back Baby - Live - Set 2,2020,1D0umMwXPpbOcqCNVAu7ke
779,Verdcel,rock,Com-moure l'esfera (els de sempre),2020,1IXRpAdtoiruL9lW3yxWQm
780,The Вйо,rock,Ukraine Mast Be Free,2020,27DOiY38U4zK2yxiFTUqd5
781,Tom Robinson Band,rock,Long Hot Summer,2020,0GHdnZkHDEGdCCcht69WcJ
782,Skid Row,rock,Monkey Business,2020,78abV2ZpQceXTw6t5HdHZ9
783,Favours,rock,In the Night,2020,7oMah8HxUmEV97XvCLeDUW
784,Quimi Portet,rock,Tres trens,2020,6NeWq9TMKrEXG7Vdm7uYTt
785,Her Neyse,rock,Aynı Renk,2020,4E2vxHyEDBH3J4BDEOTVZK
786,"The Odd Man Who Sings About Poop, Puke and Pee",rock,The Rovonda Poop Song,2020,7s5zjijaibSmpd2nVijkTG
787,Jimmy Jones,rock,Daddy Needs a Baby - Remastered,2020,3lFiLhtTX73hvhCO6peEG6
788,Acmme Skateband,rock,Kill Myself,2020,4vZdGkkYcTpRzvPiN4ifnC
789,The Obsessed,rock,Decimation - Live,2020,3lGG9Mjeysanf7AMd5bUGc
790,Bulldog,rock,Látigo,2020,1OEWcbsiXUODtv8rkYy8Al
791,Ratt,rock,Lay It Down,2020,0VcJzH44WYuNAwIHgQtc8V
792,Kushà,rock,Julia (macalive),2020,2NUx7EQiota8WmfhIyDDJL
793,Tori Amos,rock,Cornflake Girl,2020,6J75E3lFAajZK3D5eN0EFL
794,Bobby Rydell,rock,Little Bitty Girl - Remastered,2020,0NCiXHeaVEqBmEUBY0mawR
795,Caniko Tucci,rock,They'll Come Around on Their Own,2020,38vyxXdiytJDBEyarnmzac
796,Titãs,rock,Obrigado,2020,7LzvYc22mDvOSz79lEe8KZ
797,Track Dogs,rock,When It Comes,2020,45Tejf9S2x8hn8EbNqjRsh
798,Skoffín,rock,Er það samt eitthvað?,2020,7di3CsmJK9GUdKOJn75Aqi
799,Tommy Steele,rock,Hiawatha,2020,3TA9ttYlwbf1WNYn36mQNK
800,Mitch Ryder and The Detroit Wheels,rock,The Lights of Night,2020,5tYDzsmTbeGR3W1NdOUMEX
801,Antiqcool,rock,The Pearl Inside,2020,6Dm9fkAk09xqIb60aPkheC
802,Blind Faith,rock,Kashmir,2020,2WU9Ke8xuUWkavvH2JpebI
803,Agorafobia,rock,How I Feel,2020,2zQV7AZyFWlG68Kui4ZNUy
804,Lukie D,rock,Up & Down,2020,7D7OY4mfMpt8EELZpo91gt
805,Malcolm Yelvington,rock,Gonna Have Myself a Ball,2020,6F7FUDcuA87whlHBdfDEgd
806,Ratas Rabiosas,rock,Cérebros Atrofiados,2020,4hGGtsewi0dtRvi0RsKTZA
807,Stellar Death,rock,The Astronomer,2020,1pnofdvgKHsfeeo88jNOfG
808,Thammuz,rock,Into the Great Unknown,2020,03zbUjq0vAZlyNlq3MVLKz
809,Ike & Tina Turner,rock,Finger Poppin',2020,5uws05O1MJHSrhfNcwYyeW
810,Urbanites,rock,On Your Knees,2020,44XxrR4Dq9zlncJSMbjj9t
811,Johnny Tillotson,rock,It Keeps Right on a Hurtin' - Remastered,2020,5o8aXevipptffPH6pAQfOz
812,Megas,rock,Skiptimynt í buddunni þinni,2020,5xKCW3Ns4oHhLdc3Szd2Rh
813,Baboon Ha,rock,My Own Private Hell,2020,6O7rXqtiybc6ctdohHcLio
814,Air Supply,rock,Unchained Melody,2020,3QKhewM4V8aAAdlHIe2rI3
815,Skizzo Skillz,rock,Pam Pam - Instrumental,2020,5Rehr14DWCpBAOCy3a0Urj
816,螟上?邨ゅo繧,rock,屍空に佇む,2020,2v3X7pVcHkrEp04EXBDqYx
817,Mike Oldfield,rock,Sentinel,2020,6dsa69s9LE5I3qLjnsUzZJ
818,Acmme Skateband,rock,Kill Myself,2020,4vZdGkkYcTpRzvPiN4ifnC
819,Winger,rock,Seventeen,2020,4vZmFbEKQDfZytId63wYDR
820,Bulldog,rock,Látigo,2020,1OEWcbsiXUODtv8rkYy8Al
821,Baboon Ha,rock,Caramel,2020,27zxFIc31homAc81xbYX6f
822,The Hollies,rock,I Can't Tell the Bottom from the Top,2020,5DFhQZO47yMNnQsPwsgP1n
823,Testament,rock,The Ritual,2020,7eBElzVlya09hHiBHO0Vyt
824,Rodox,rock,1000 Megatons,2020,2PAzDWPf3fnCqBC8pCXFbk
825,Bette Midler,rock,Wind Beneath My Wings,2020,6h8R8gfiGJiWi0FjPeybBL
826,Boxhead Ensemble,rock,Eight Seconds,2020,3ynaH2I2gIgDAsPo2h4zMz
827,Michelle Branch,rock,I Want Tears,2020,43926ucqAM6r0z92M9l6Yr
828,Wagner Almeida,rock,Afogar,2020,0CvNORjcUJd7vz78UlMSKZ
829,Don Ricardo,rock,Destruction,2020,5CxECWqFKNegxmonPnVfWb
830,Desmond and the Tutus,rock,Ladybug,2020,2Nnrgb4ZGJJcG0LBDnTuoA
831,Tommy Steele,rock,Little White Bull - Remastered,2020,7IbTJoocQt27R75GwXqnbA
832,Dr. John,rock,Time Marches On,2020,2NU1AyHEL2L43faFL76Lwm
833,Billy Fury,rock,Maybe Tomorrow,2020,2VdelzSYz12PKO8bX2BcdD
834,Magokoro Brothers,rock,妄想力,2020,6dUWMHE68E2u5F2bJgVAZV
835,Le capre a sonagli,rock,Pirata della strada,2020,2n27rkAOSohFAexgWwz0Jq
836,DustRats,rock,Monolith,2020,1Gk4deU9PGxkHXU7CcxRgU
837,The Prostitutes,rock,Cheap Highs,2020,0qymhfl8iDhBb0VrhTry59
