,artist,genre,song_name,release_year,id_song
750,Ray Charles,jazz,Hit the Road Jack,2021,5dUMh0ugelpKfoFp3qChuK
751,DARGZ,jazz,Lou's Tune,2021,5crkOzXbUZ5SOSkSat7g4T
752,Ray Charles,jazz,Hit the Road Jack,2021,2HoqbEOXgbDSLZ5XCePEXt
753,Laufey,jazz,Best Friend,2021,5zQR0qoA4S1Iwj2bAwW03a
754,Brothers Moving,jazz,Minnie The Moocher,2021,6kIm6NejP3hxeccPGTr1NY
755,De-Phazz,jazz,Back from Where I Started - Instrumental,2021,0UyCYx9wxNjpHpos2tumC3
756,The Chalkeaters,jazz,Count to Three,2021,6E3TudlZucyt2fxE8Ljgw6
757,Lady Blackbird,jazz,It'll Never Happen Again,2021,5hreBcWj1HyIvK2Gie1gX7
758,Gianni Brezzo,jazz,Flower Rain,2021,5hDKM0AWQKlvqvIe6FUhmP
759,De-Phazz,jazz,As the World Turns - Instrumental,2021,1H7KOEXy3Dz2T2v3XX3elO
760,Charlotte Day Wilson,jazz,I Can Only Whisper (feat. BADBADNOTGOOD),2021,5qXwFOkT3lrEonTzsYCeZ1
761,Samara Joy,jazz,Stardust,2021,60gs0cMpDerQrMDmGOj8LX
762,Samara Joy,jazz,Everything Happens to Me,2021,44DiSGodp1YooCyJfI2aeQ
763,Davishmar,jazz,a rose blooms in chaos,2021,1ymikhI2taCMNkmn9GO9CZ
764,corto.alto,jazz,Not for Now,2021,0VoDYNXHen64ORyizt6Ct5
765,Gregory Porter,jazz,"It's Probably Me - Live at Polar Music Prize, Stockholm / 2017",2021,1tQx5k0eceAGlNfN2GJEnA
766,Shakatak,jazz,Easier Said Than Done,2021,5OU0eEBGeAvBhyn29EOq3P
767,Cody Currie,jazz,Moves,2021,07DuoTCTocHk7y3d8MImks
768,Emma-Jean Thackray,jazz,Sun,2021,1t0YQkR6LoRrzALweX2OL8
769,Amy Winehouse,jazz,Lullaby Of Birdland - Live From The Stables / 2004,2021,52nsOnLZuRQSNJr7940Xyb
770,Mista Trick,jazz,Hallelujah I Love Her So,2021,21L9F5DG0MQY6oLVRzvcvm
771,Matt Carmichael,jazz,Cononbridge,2021,7LkNedSvXv5jIAbA9c751U
772,De-Phazz,jazz,Right This Time,2021,5Gc5AGU4Ij4Prv2op7yAVy
773,Portraits in Jazz,jazz,Largo,2021,3AxQSzHc2vYjqMZLyPyy2H
774,Nubya Garcia,jazz,Together Is A Beautiful Place To Be - Nala Sinephro Remix,2021,4Wt7ZGzelNDUZCCZxgLsuK
775,Ray Charles,jazz,Georgia on My Mind,2021,6yMGxqKj0218mFR5KqsMRq
776,Nala Sinephro,jazz,Space 2,2021,3I6J7zLXCGDwqm0PaNKqWI
777,John Rae,jazz,We Will Never Meet Again,2021,01bwGowuoCT9klYUIJwuBl
778,Melody Gardot,jazz,Little Something,2021,5r6lJieb2jRU9lyx4UCPnk
779,Sons Of Kemet,jazz,To Never Forget The Source,2021,0dPrF5uEHk2hqbBxaMOxsP
780,Cory Wong,jazz,Follow The Light,2021,1YPV3B1Ou3rarSL9jukfQL
781,The French Note,jazz,Moonlight for Ella,2021,4jof4hfTvXZ177kmHYMRoG
782,Portraits in Jazz,jazz,Clouds,2021,7hW3pQ8yVD94VzKiX0RC8u
783,Martina DaSilva,jazz,Say You'll Be There,2021,5PPFu9Ezev083u2bEuoz3q
784,Ray Charles,jazz,I Can't Stop Loving You,2021,0OW5klw1G3VHc9QR7KRHAf
785,Floating Points,jazz,Movement 5,2021,3NXtrTvffBr14K4qMHp55q
786,Move 78,jazz,Middling,2021,3cDSZoudwjseBlQFzBWUDf
787,Nubiyan Twist,jazz,Buckle Up,2021,4xngFegdQfgTQxFki40pTn
788,Nubya Garcia,jazz,La cumbia me está llamando [Feat. La Perla] - Kaidi Tatham Remix,2021,3QjXW080AfAEA5p4C2Wtfa
789,De-Phazz,jazz,Breath Beside Me,2021,6D9t4NgaVJC9zF9Mh2wnPT
790,Boozoo Bajou,jazz,Orfeu,2021,6vool92euQK2cocfDrUVMX
791,Jazzy Coffee,jazz,autumn leaves,2021,4BBKIyvbUZZkErz6YdvdBx
792,Fievel Is Glauque,jazz,Bring Me to Silence,2021,65bh4AZ2htfbVIpgul1a10
793,Roy Williams,jazz,Dead Mans Blues,2021,4cgFj6WrnVjIJylDEwQ54G
794,Thierry Marchal,jazz,I Thought About You,2021,14wxDY2TOvVXXuWpRDDJ8f
795,Southside Trio,jazz,The Law of Attraction,2021,5f2btCjcN87enR8OBijRBz
796,Madeleine Peyroux,jazz,Careless Love,2021,5fPyLaiCM8P5sTTkfuuRCr
797,Move 78,jazz,Hectic As...,2021,7qGiqZXmt6ksGNtm36cTfX
798,Fievel Is Glauque,jazz,Decoy,2021,2T43AxusLnjIbGGG1kiPPW
799,STR4TA,jazz,Rhythm in Your Mind,2021,2nskES9cszH048HnOsjYEb
800,Lee Bendroth,jazz,Where Oceans Meet,2021,41ng9ZQDM3SPKMDT2OdZlq
801,Ximena & Antonio,jazz,Gentileza,2021,2b5sr8aUAAoY7waDSB4KRX
802,Move 78,jazz,Pearls Before Swine,2021,1qKmkgyZIPzw1ub9NaZeYn
803,Little Violet,jazz,Silent Movie,2021,7N3ydbVErDzU6rv43t3ewz
804,Mr Jukes,jazz,Check The Pulse,2021,26eRXVkj3mkiypMQOnmaXG
805,Lady Blackbird,jazz,Five Feet Tall,2021,07vEpZ3j37sDZN0Pmy2tsd
806,Izzy Wise,jazz,Keep It Movin' - feat. Smashish,2021,4D8axmTIdNgoIUji7ZnMLX
807,AronChupa,jazz,Trombone,2021,3vYP0NDCcoPiUHpmtq9YIq
808,Quantic,jazz,I Won't Fade Away,2021,6c2Sn6SZwKvFhJhsGnZPfD
809,Bill Charlap Trio,jazz,I'll Know,2021,7qLzoarYodaUHezJvndAdK
810,Mandevilla,jazz,Winchester In Apple Blossom Time,2021,6S6bbgUm80TdelwOPf0dsR
811,Holborns,jazz,To See a Flower,2021,5wQ0V1GJByFSa74FqYBADD
812,Mista Trick,jazz,I've Got You Under My Skin,2021,0rlDcYuxXipBhLg2NkHhw9
813,Doris Day,jazz,Blue Skies,2021,6MOH6MyP3mtFIUuZrMYQNc
814,BADBADNOTGOOD,jazz,Love Proceeding,2021,5F8XPD481L6K2s8h02Vxuo
815,Hara Noda,jazz,The Beauty of Everyday Things,2021,3jiTehDiPwfIxr9MHfPUvb
816,Move 78,jazz,Daisies,2021,1ngIiHsxj6krNgSTXv90re
817,Ray Charles,jazz,Unchain My Heart,2021,5EpwOn2sBvXXKiwO68g7a1
818,Matt Carmichael,jazz,Hopeful Morning,2021,3yma71q3AQwDZ5oxlpGQ85
819,T. P. Orchestre Poly-Rythmo,jazz,It's A Vanity,2021,0MiEkTtkvhohBIG2C7NdPh
820,Oscar Peterson Trio,jazz,My One And Only Love,2021,7Gf896pRsrMkQpQTkqMI09
821,Move 78,jazz,Faye,2021,00T9YD4qgYZYr33zMPRllI
822,Ben Webster,jazz,When Your Lover Has Gone - Remastered,2021,6T9LlUjt5JIgZrKbYNi8Tm
823,Triosence,jazz,Quiet Sense (feat. Paolo Fresu),2021,56OCZENfcrmeCpufvWZd0P
824,Jon Belle,jazz,If You Could See Me Now,2021,53BeSVY0mpmucCIr0pDkPp
825,Les Sabler,jazz,Esselle's Dance,2021,1EDUekiBpMc07JV4971j75
826,Hailu Mergia,jazz,Tezeta,2021,6DJ5dm6aDeobMcFq1WWj18
827,Mista Trick,jazz,Mr. Sandman,2021,13uOfL1dXtH6Ke01fpBQxf
828,Myele Manzanza,jazz,Two Chords & the Truth,2021,0mQNkcVdEXiseyNEyxNdQc
829,Tony Bennett,jazz,I've Got You Under My Skin,2021,6jz5HzDmPuQ24U7u7KfKGw
830,The 8-Bit Big Band,jazz,"Jump up Super Star (From ""Super Mario Odyssey"")",2021,0BtlkzG35KuvLqXkzxqtZy
831,Marcin Wasilewski Trio,jazz,Riders On The Storm,2021,6YDi1zFfIPb5DxYPLKPF3s
832,Cory Wong,jazz,Thriller,2021,4UnvJ5IVrX7MPeU7wznh6w
833,Johnathan Blake,jazz,Abiyoyo,2021,4uu7myvstHcybO1E2SJOi5
834,The Bridge City Sinners,jazz,The Devil's Swing,2021,03MATAzAcAb1Z9jLcsmP2i
835,Mezzoforte,jazz,Cruising,2021,6LyFVLSOjBL9gh5Q6fwAVK
836,Nouveau Jazz Trio,jazz,Georgia On My Mind,2021,15c6okmVGsMQYb7PkKi5v3
837,Martin Landström,jazz,Clear as Autumn Nights,2021,2PVMfghJc3ayLHjGbGjg3J
838,Vitor José Fonseca,jazz,Lembranças,2021,4eGXFQEQGGxgYy6OFabfJV
839,John Engels,jazz,The Peacocks - Single Edit,2021,6axejDXkOwDHgp7HMwWNXb
840,Vince Guaraldi Trio,jazz,"Oh, Good Grief",2021,7t6Kf3myyknIqWzDFfaImE
841,Funky Times,jazz,Got Ya Movin',2021,0sGUOyUDs3xySpBS0mWUCy
842,Drew Milner,jazz,I Fall In Love Too Easily,2021,0ZuEKQKcR0Zm53Bhb2wgLO
843,Cory Wong,jazz,Ring Of Saturn,2021,6Nzt9EN9eLx9Noe0XZMsyT
844,Kay Lohman,jazz,Memories of You,2021,0eu43TeVxnxOqHj3nBVus2
845,Lady Blackbird,jazz,Blackbird,2021,52D4vLqcr5Nvnzb4GVyZlp
846,Sophie Nichols,jazz,Forever in your arms,2021,5dbsWC1EVqbhHcRbJr4vjF
847,James Vickery,jazz,"Somewhere, Out There",2021,2tr5SBkEWCzx6r7WAJi2Y5
848,Elvine Harley,jazz,P.S. I Love You,2021,2pmeZ067WnFhjPc6zZS3xy
849,The Uptown Players,jazz,Solitude,2021,3UeNIqq0ujRBtJOrqxJcMj
850,Ryo Fukui,jazz,ボディー・アンド・ソウル (Live at Vidro'77),2021,2p2fa6uuxDs7jdDfx5R7lC
851,Edward France,jazz,Skylark,2021,5XzlyI2iS6Km2SNsEQ4O91
852,Pino Palladino,jazz,Just Wrong,2021,58LIZF789jf2itvFjYnRQS
853,Les Sabler,jazz,Keep Pushin',2021,603fWGG9zC1hbiyJxOTyK3
854,Melody Gardot,jazz,Love Song,2021,5Kl1fxp9mTCwtqDaxfDV7i
855,Mark Roswell Trio,jazz,Tenderly,2021,5w6hGJhvWy9Fth9eldO0rT
856,Moreno Jazz Band,jazz,Vivendo,2021,3l7Pg8bvouSSOspl8Q9UU9
857,Ruhi Erdogan,jazz,Ballad for K,2021,5wwitdgVIIUfzLVrPzUKTD
858,Ray Charles,jazz,Till There Was You,2021,6Q0yszyHm2n5W2TS00mJkG
859,Nils Petter Molvær,jazz,True Love Waits (Radiohead),2021,6os2m5ftH4LYEkum1BfP3O
860,Vincent Herring,jazz,In a Sentimental Mood,2021,2VEB1PohDkoy7NBDeKhepa
861,Flora Martínez,jazz,"Lover Man (Oh, Where Can You Be?)",2021,0R5rHcEKfDpC47txuZrzCc
862,Jules Gaia,jazz,Break Fast,2021,6MMnqFpzzZfFQOTLWQvEJs
863,Lady Blackbird,jazz,Fix It,2021,39CoZnCSOHWy35kBaLIvb6
864,Jazzy Coffee,jazz,boat to sea,2021,3DXGVu1o6lWfmeaHWLxUhe
865,Keanan Field Group,jazz,"I Loves You, Porgy",2021,6L620MzHPZRTYKqi1mXiaw
866,Nils Petter Molvær,jazz,Honey in Your Head,2021,0IHTPYEnrSXADbi3XYDNfB
867,Nala Sinephro,jazz,Space 3,2021,4TS1SMLEEhjKr6qeKjfq5z
868,Varra,jazz,Buggo II,2021,0xzJcubDzDHjUXN1ubKd86
869,The Cooltrane Quartet,jazz,Put Your Records On,2021,1C7C0RNdTZBCJLq4BQPHrA
870,Benny Goodman Quartet,jazz,I Cried For You,2021,3K9SMKlffROYQ99bcFtJYM
871,Jazzystics,jazz,Addicted to You,2021,5zawYf7jpkg2gREjEFGvwR
872,Jazzy Coffee,jazz,falling came,2021,1gwsMgqU0gUzSn0YfZVsLD
873,Move 78,jazz,Housecat,2021,64xR5oRQNEp6oD0VOQZFWk
874,Lars Danielsson,jazz,Cloudland,2021,32GV4ifruoiDEoLVe0c1k7
875,Web Web,jazz,Meskel Flowers,2021,5qiU8HB17RIrB1iGQC92WJ
876,Jazzystics,jazz,I've Been Thinking About You,2021,4xNY4ODuyRuL3erXG1yAV9
877,Joao Donato,jazz,Muito À Vontade,2021,6jBrECXZQA9U8RtM6BKqeo
878,Cande y Paulo,jazz,I Fall In Love Too Easily,2021,5KX9xXNC0MlBQLgHw0HOC1
879,Web Web,jazz,Meskel Flowers (Alternate Version),2021,0v3pzvt0L92MO6gTkyZaYv
880,Shakatak,jazz,Paradise Garden,2021,6m0r1DsJPHPXvjUHLRWZwq
881,Jazzy Coffee,jazz,cloud look,2021,3EI0E76V58hzt37pbpU4IB
882,Hederosgruppen,jazz,Jennie,2021,5pvXycrzupnyDZT1FVuwEL
883,Funky Times,jazz,Funky Times 1.0,2021,0ysAPJc8ipXpoCPBcIKYwR
884,Snazzback,jazz,The Hub,2021,71W4dK595uzjCWqinmHoCj
885,Portraits in Jazz,jazz,Melancholia,2021,2drDXmNLJUcNyrnpq9XVl0
886,Swingrowers,jazz,Rose,2021,5IMLktI2bB2baQFTacuyeN
887,Ray Royston,jazz,Darn That Dream,2021,7wyqQSiefHCrYQ3xqAqfwJ
888,Samara Joy,jazz,Jim,2021,78B0mMslheydwHR5BDyz2l
889,Kiefer,jazz,Superhero,2021,7AMcu9TrTEw0jSYKNjXyGD
890,Abraham Afewerki,jazz,Abela,2021,3LnVsL0xGdKl9ivtsgyivG
891,The 8-Bit Big Band,jazz,Fnaf 2 (It's Been So Long) [Big Band Version],2021,564IOuErYckgsMgKmsOBE8
892,St Germain,jazz,So Flute - Ludovic Navarre Amapiano Version 2020,2021,4YvyROzIBzx2lMQmUtf9Uw
893,Les Sabler,jazz,Crescent City Strut,2021,0kQL1CBpsIty7PqG8ysxJA
894,Emmet Cohen,jazz,Dardanella,2021,0QTq57fazdnHads8lz3G9G
895,Tony Bennett,jazz,I Get A Kick Out Of You,2021,6tANJIaIQAFhMxgnafAZd2
896,Move 78,jazz,Normal Jazz,2021,7rtDAchtYieyTtzyFsIaJ4
897,Klugzone,jazz,Bring It Back,2021,0iqMikIO4iKstLcXn1p6oC
898,Gary Bartz,jazz,Spiritual Ideation,2021,1A6EUHcXoC14I6AOhbkfpM
899,Nina Simone,jazz,Feeling Good,2021,1VNfpCEQ0PfyfbuE5N8alF
900,Drake,r&b,Not You Too (feat. Chris Brown),2020,3Q4gttWQ6hxqWOa3tHoTNi
901,Bryson Tiller,r&b,Sorrows,2020,5TXQCMKN6TgemTL3c4wRTn
902,SAULT,r&b,Wildfires,2020,4Tzw9IdZbVyzmpWrvsGaNX
903,Tems,r&b,Free Mind,2020,2mzM4Y0Rnx2BDZqRnhQ5Q6
904,Brent Faiyaz,r&b,Been Away,2020,5PvVkf1Yuq3XyMqqjPiKPd
905,Tems,r&b,Higher,2020,2QdSb68BzZGMgCbsrFmSLc
906,Chris Brown,r&b,Go Crazy,2020,1IIKrJVP1C9N7iPtG6eOsK
907,Trippie Redd,r&b,Excitement,2020,66w7lK0t98OPgvYjXp39IP
908,Brent Faiyaz,r&b,Clouded,2020,2J6OF7CkpdQGSfm1wdclqn
909,SZA,r&b,Good Days,2020,3YJJjQPAbDT7mGpX3WtQ9A
910,PARTYNEXTDOOR,r&b,PERSIAN RUGS,2020,2SWbnWSe1onmbllRAU46uo
911,GIVĒON,r&b,Like I Want You,2020,6qBFSepqLCuh5tehehc1bd
912,Thundercat,r&b,Funny Thing,2020,1c5CllrZr45UBhWpIqM332
913,Cleo Sol,r&b,When I'm in Your Arms,2020,47s5hKfwGXliAAB8wKMiNo
914,Brent Faiyaz,r&b,Rehab (Winter In Paris),2020,0zWbYGQq5O1KQd0iqzgjP6
915,Gotts Street Park,r&b,Everything,2020,2ncwkPlvdbLpgd3d1Kvlo6
916,Bryson Tiller,r&b,Next To You,2020,2SSyJ6hTS0JeHTg63wVDZ7
917,Cleo Sol,r&b,Why Don't You,2020,6RQ0i7rApnnWSI8uEiGVVF
918,Tems,r&b,Damages,2020,3Xfwu3xtPqmJ4nM4jpBm8O
919,Masego,r&b,Mystery Lady,2020,0bkTdkWwGk3OGFX0afD3Wj
920,Aaryan Shah,r&b,Renegade,2020,4n8cj1HW9hTL1AU5Hagq6K
921,Blxst,r&b,Chosen (feat. Ty Dolla $ign),2020,1dIWPXMX4kRHj6Dt2DStUQ
922,Bryson Tiller,r&b,Outta Time (feat. Drake),2020,4SCnCPOUOUXUmCX2uHb3r7
923,PARTYNEXTDOOR,r&b,LOYAL (feat. Drake),2020,2rFqkDRJlumT7QjljlldlR
924,Kehlani,r&b,Toxic,2020,5nexAvWNhwg51EavnDgViy
925,H.E.R.,r&b,"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown) (feat. Pop Smoke)",2020,6MO2bfLHKykUgCChFdw91H
926,SAULT,r&b,Free,2020,4iaaEAAyCWrQdYT5tRnyDb
927,Jhené Aiko,r&b,B.S. (feat. H.E.R.),2020,63wx9vdskaXbYxyDx4oJCZ
928,PARTYNEXTDOOR,r&b,WEST DISTRICT,2020,4louS1zw5coBPLDyJLD5Sm
929,Jack Harlow,r&b,Already Best Friends (feat. Chris Brown),2020,4RKJRRd4VJfZWiqQTYsleE
930,SZA,r&b,Hit Different,2020,7Bar1kLTmsRmH6FCKKMEyU
931,Bryson Tiller,r&b,Keep Doing What You're Doing,2020,1MpQyTgfVMpUOnwKMTSMzu
932,PARTYNEXTDOOR,r&b,THINGS & SUCH,2020,4Hv8QuMQfG7e6GWOWcXYKk
933,Greentea Peng,r&b,Hu Man,2020,2ZfVt2skRwfEq1Wb3D7GmP
934,Brent Faiyaz,r&b,Fuck The World (Summer in London),2020,2CzUlaKN1mvb0szagSR3ux
935,Kehlani,r&b,Can I,2020,0uDdI4fAXCuNhQbmxENdsO
936,Tems,r&b,The Key,2020,4w4EJ9EaeogHLLEYlUXFDo
937,PARTYNEXTDOOR,r&b,THE NEWS,2020,4SINLKyKC7s6RAWKGB7mMt
938,Cleo Sol,r&b,Shine,2020,7iEKaA9Kkn9JfqyKb9HEvR
939,Joesef,r&b,The Sun Is Up Forever,2020,4i17ViZoevssgUvRifo0V5
940,Bryson Tiller,r&b,Self Righteous,2020,4w9dTbEcJx8uBTxGvUYC0h
941,Brent Faiyaz,r&b,Dead Man Walking,2020,5VlTQnZO89Ioku8ssdbqJk
942,GIVĒON,r&b,The Beach,2020,2Hd7uGbl8PX0IxyX59VFOg
943,Bryson Tiller,r&b,Just Another Interlude,2020,4Vwg5CDYqAOf50Rt1WC6Kh
944,Dreamer Isioma,r&b,Sensitive,2020,06DPYEqSX1jMaxvnXNVshB
945,Yazmin Lacey,r&b,Morning Matters,2020,1EeS8SQ0BAhNrLVLCNrxrj
946,Masego,r&b,Bliss Abroad,2020,7bnhPW64dgFLk7OiCOqzqh
947,Jhené Aiko,r&b,P*$$Y Fairy (OTW),2020,48KXAIruJ07kJVCWOGohMV
948,ENNY,r&b,Peng Black Girls Remix (feat. Jorja Smith),2020,2VXcVF8k3GXCFfKu7azVvw
949,Biig Piig,r&b,Oh No,2020,5OplD6jkrUT7XJFFIM6mph
950,Jorja Smith,r&b,Rose Rouge,2020,36apwMphkcaS63LY3JJMPh
951,Thundercat,r&b,Dragonball Durag,2020,7eWGnKg4B44sbBPpQp4y2c
952,Cleo Sol,r&b,Her Light,2020,1HWGhEcHmzYjyMErq0eovQ
953,Jhené Aiko,r&b,On The Way (feat. Mila J),2020,423NhOTzoqgeaIJbrUzSoo
954,Zubi,r&b,sugar,2020,2yZnk277KIf3JHB5ss942Z
955,Alex Isley,r&b,Good & Plenty,2020,1VAKnb1btGrQXcVZVSRkPe
956,Bryson Tiller,r&b,Inhale,2020,0ycIrEpkyb4lrqE7M1emju
957,ENNY,r&b,Peng Black Girls Remix - A COLORS SHOW,2020,7L15RIYFpoiHKJQNHsYhWM
958,Teyana Taylor,r&b,Bare Wit Me,2020,0hi5V0ExKfjCz9zLxhVAcl
959,Brent Faiyaz,r&b,Let Me Know,2020,0dJhXJKZTpiaxTUc7uItIN
960,GIVĒON,r&b,Favorite Mistake,2020,4rHIfYRQw6ittRQXAlurk0
961,PARTYNEXTDOOR,r&b,SAVAGE ANTHEM,2020,7I0Sleck98bBPRZItY0w76
962,Jack Harlow,r&b,Luv Is Dro (feat. Static Major & Bryson Tiller),2020,0LcsvJQSFIQo3RjNhPcYqT
963,Khalid,r&b,Eleven (feat. Summer Walker),2020,18O00Y7yrkJ0pRXm1n21Og
964,The Silhouettes Project,r&b,Closer,2020,0pMs1gXODWwGQ1pK3qKVtz
965,Bryson Tiller,r&b,Always Forever,2020,1LV5cAo02H8h5YlZNcjULM
966,Tink,r&b,Bottom Bitch,2020,5zAuk07JCI2ZxZch24ZCrS
967,Masego,r&b,Silver Tongue Devil,2020,6Ap0yGl178iQGuMoXUloVP
968,Tems,r&b,Ice T,2020,4vcUf8YqLi1mDeT9c0Wo6f
969,Jhené Aiko,r&b,None Of Your Concern (feat. Big Sean),2020,75MSZRbAbQuzfUV3Pefvut
970,Victoria Monét,r&b,We Might Even Be Falling In Love (Interlude),2020,4rCuwgRRKaIiHlHDc8Bga6
971,Kehlani,r&b,Can You Blame Me (feat. Lucky Daye),2020,12xVuIohhHSklxvi1ItKGA
972,Ella Mai,r&b,Not Another Love Song,2020,5XqDJFVCyRTm5J7cIfRmR1
973,Jordan Rakei,r&b,Borderline,2020,5rcGQIrv6eUIyCBfWga363
974,Teyana Taylor,r&b,How You Want It? (feat. King Combs),2020,28WNotZoSqhjFHPwaeiFLA
975,PARTYNEXTDOOR,r&b,SPLIT DECISION,2020,7BY2h0RUgeenWrnbwPr0Kt
976,Lithe,r&b,Pessimist,2020,0JWA4NaSOa1mZfLyNvZLQW
977,Summer Walker,r&b,My Affection (with PARTYNEXTDOOR),2020,2aSM4sbNN7cSmpYOG0sf46
978,Blxst,r&b,Overrated,2020,6Fc9IYSkbmVwv4dlzn8hJb
979,Ojerime,r&b,Give It Up 2 Me,2020,3X7wVYr4XpzGgoXmQVnrJo
980,H.E.R.,r&b,Comfortable,2020,3f3cliOygeuUpGRwdohy12
981,SZA,r&b,Good Days,2020,1bWh6WbYzSFxsOKzE4EpUu
982,Cleo Sol,r&b,Young Love,2020,4UpBPaIMx7OoFpjeNdXfMn
983,Chris Brown,r&b,City Girls,2020,1rJUbH0v2E8t1GY4OAUTeC
984,Gabzy,r&b,As Friends,2020,5xfLJShg04bODHnt1MJyhD
985,Brent Faiyaz,r&b,Bluffin,2020,3detfCDz7x2G34sKD1XzA6
986,Orion Sun,r&b,Mirage,2020,1w327AHTCoChRIkJUprAnV
987,KAMAUU,r&b,MANGO (feat. Adi Oasis),2020,384TJj6XyHUyNlCbdgm6Sz
988,Lianne La Havas,r&b,Bittersweet - Radio Edit,2020,7CNtRYYyhNJKXFr2bQ5rv2
989,Drake,r&b,Not You Too (feat. Chris Brown),2020,6GVZ7A3IWkPNuG5FdcRE7O
990,PARTYNEXTDOOR,r&b,EYE ON IT,2020,6N994zHEhtefaMp0mIuMrK
991,Lola Young,r&b,Pick Me Up,2020,30jct5HzIetNY4IGbrnQKz
992,Jessie Reyez,r&b,IMPORTED (with 6LACK),2020,2shEeQzAAL3nnOXfB5pJXx
993,The Silhouettes Project,r&b,At the Bay,2020,41pbH3pJ5E8EjmeyAbJVGu
994,Daniel Caesar,r&b,Made to Fall in Love,2020,36h1hoNVjKcsLUH2NzGmPj
995,Jhené Aiko,r&b,Triggered (freestyle),2020,3zPgAKn5tbmCuCKrR3r7qE
996,Dutch Melrose,r&b,Sleepless,2020,3omOkLNDoM6G5Ggrh9MPXb
997,Victoria Monét,r&b,Experience,2020,2oap3QptGISyIvwKpnJJId
998,Qendresa,r&b,Don't Stop,2020,597QyIjFzPHQt4ZxpSxRW5
999,GIVĒON,r&b,Vanish,2020,0ECWkqtSIryUYVjyJMr0yA
1000,Kali Uchis,r&b,fue mejor (feat. SZA),2020,4AIiCP2scA6jt6jAKfkvTX
1001,Blxst,r&b,Be Alone,2020,7tjtWVu8RsshzPxQm8oT3y
1002,Wesley Joseph,r&b,Ghostin',2020,02oUEbDQXcVITlLQKMPN1F
1003,Chloe x Halle,r&b,Do It,2020,35Dh5MnCUPLN3XyAVtQff3
1004,Joy Crookes,r&b,You & Me Song,2020,2KYxtGXViLqIRY5fkOpPDS
1005,Victoria Monét,r&b,Moment,2020,6rSUrh8ErKSKfbH0t0IzCM
1006,Masego,r&b,Sides of Me,2020,1Hl52AxTWYv4IMbNKbI5bl
1007,ODIE,r&b,Miss Summer,2020,58VNpcJpI5dEKxYByCkbXc
1008,PARTYNEXTDOOR,r&b,THE NEWS,2020,4u7GCdk0XWQ8mNqtSvf4Tj
1009,Oklou,r&b,god's chariots,2020,6xoKWTiw0jVO3IvEKLxMSs
1010,Cleo Sol,r&b,Rewind,2020,6X3fgvBtf9IIutyIJixSf6
1011,Orion Sun,r&b,Antidote,2020,1NlGXcWeUSe1s3IgRKcqmB
1012,Qendresa,r&b,Be Mine,2020,3dSZcr7SWwFdOmY0r3Ryih
1013,Qendresa,r&b,Real Luv,2020,4N1Vch91SH2b2xrseGfHTy
1014,Pink Siifu,r&b,Creme's Interlude,2020,5kYaWgEAb5WTI0x97T5Kh1
1015,Marcus King,r&b,The Well,2020,4wszHgvhXYlN2Io813hLQ1
1016,Terrace Martin,r&b,Freeze Tag (feat. Phoelix),2020,47v4uUtj5AukJmCbMq4Kry
1017,Pip Millett,r&b,Heavenly Mother,2020,328rLNs6WQPOlFSPpIUy7E
1018,Tems,r&b,Interference,2020,5Bngj85IUf1HrAWGhMAwRn
1019,Gotts Street Park,r&b,Everything,2020,3ELZG2YLGrwCVesooFyF4e
1020,SWIM,r&b,Eyes On You,2020,2ezF8mcfJ6CEkxbzgzkApX
1021,H.E.R.,r&b,Damage,2020,0KS2h61pHQ4WmOwruD7uxD
1022,Bryson Tiller,r&b,Timeless Interlude,2020,6Iw6fQVKZi0fWtEQBrTFcP
1023,Kehlani,r&b,Water,2020,4ot7u8Ij91aHKohSV2QYZi
1024,Duckwrth,r&b,Kiss U Right Now,2020,4A4EI3YNaHhDiAgpQlCZkk
1025,The Allergies,r&b,Every Trick in the Book,2020,35KSq3dIn9aOfp4r4KEhcX
1026,Kaash Paige,r&b,Love Songs - Remix,2020,5EFczt9dqrCu60udoD41Yy
1027,Little Dragon,r&b,Where You Belong,2020,0WPOxxoEVoglAvhqroDpQA
1028,Kehlani,r&b,Hate the Club (feat. Masego),2020,0QUbiLQySWPq5Lh3f7A9bN
1029,Teyana Taylor,r&b,Wake Up Love (feat. IMAN),2020,3HLkL9ahiEnACmnuq8Pcwt
1030,GIVĒON,r&b,World We Created,2020,51Ful1v7b81FchIFFTAQ05
1031,Girlhood,r&b,The Love I Need,2020,668KYurfiwnnJNBH4jv7dI
1032,Tems,r&b,These Days,2020,42KrZrk0IG0zFPzVkRNqh0
1033,The Silhouettes Project,r&b,Standing There,2020,11qPxILRaVPoLVgVajD82l
1034,Masego,r&b,King's Rant,2020,0BPlV0Mu5rExjWcq9MxUaN
1035,Arlo Parks,r&b,Eugene,2020,4S6PolgPZ5OLph314ww8Fg
1036,Victoria Monét,r&b,Ass Like That,2020,6YQmDvj6XVAKSPLzjjLrFj
1037,Kehlani,r&b,Change Your Life (feat. Jhené Aiko),2020,1YqXXJDSlDHrp66g9as4uo
1038,Amaarae,r&b,SAD GIRLZ LUV MONEY,2020,2pgDBO0ZAgvye7joSmdDm8
1039,DeJ Loaf,r&b,Running Through My Mind,2020,6429VCF3JxKxYUlow8FUxj
